Profile Data:
Time                    	UTC Time               	P                  	T   	 	Hu 	Ws   	Wd 	Geopot	Dewp.
354                     	22:02:52               	921.7              	29.2	 	30 	2.8  	294	817   	9.7
355                     	22:02:53               	921.5              	29.2	 	30 	2.8  	294	819   	9.7
356                     	22:02:54               	921.3              	29.2	 	30 	2.8  	294	821   	9.7
357                     	22:02:55               	921.1              	29.2	 	30 	2.8  	295	823   	9.7
358                     	22:02:56               	920.9              	29.1	 	30 	2.8  	295	824   	9.7
359                     	22:02:57               	920.7              	29.1	 	30 	2.8  	295	826   	9.6
360                     	22:02:58               	920.5              	29.1	 	30 	2.8  	295	829   	9.5
361                     	22:02:59               	920.2              	29.0	 	30 	2.9  	296	831   	9.5
362                     	22:03:00               	919.9              	29.0	 	30 	2.9  	296	834   	9.5
363                     	22:03:01               	919.7              	28.9	 	30 	2.9  	296	837   	9.5
364                     	22:03:02               	919.4              	28.9	 	29 	2.8  	297	839   	9.3
365                     	22:03:03               	919.1              	28.9	 	30 	2.8  	299	842   	9.6
366                     	22:03:04               	918.8              	28.9	 	30 	2.8  	301	844   	9.7
367                     	22:03:05               	918.6              	28.8	 	30 	2.8  	302	847   	9.7
368                     	22:03:06               	918.3              	28.8	 	30 	2.8  	304	849   	9.6
369                     	22:03:07               	918.1              	28.8	 	30 	2.8  	305	852   	9.6
370                     	22:03:08               	917.8              	28.8	 	30 	2.8  	308	854   	9.7
371                     	22:03:09               	917.6              	28.8	 	30 	2.8  	309	857   	9.7
372                     	22:03:10               	917.3              	28.8	 	30 	2.8  	310	859   	9.7
373                     	22:03:11               	917.1              	28.7	 	30 	2.7  	311	862   	9.6
374                     	22:03:12               	916.8              	28.7	 	30 	2.7  	313	864   	9.3
375                     	22:03:13               	916.6              	28.7	 	30 	2.8  	313	867   	9.3
376                     	22:03:14               	916.3              	28.7	 	30 	2.8  	315	869   	9.5
377                     	22:03:15               	916.1              	28.7	 	31 	2.8  	317	871   	9.7
378                     	22:03:16               	915.8              	28.7	 	31 	2.7  	318	874   	9.8
379                     	22:03:17               	915.6              	28.6	 	31 	2.7  	320	876   	9.8
380                     	22:03:18               	915.4              	28.6	 	31 	2.7  	320	878   	9.7
381                     	22:03:19               	915.2              	28.6	 	31 	2.7  	322	880   	9.7
382                     	22:03:20               	915.0              	28.6	 	30 	2.6  	323	882   	9.5
383                     	22:03:21               	914.8              	28.6	 	30 	2.7  	324	884   	9.5
384                     	22:03:22               	914.6              	28.6	 	30 	2.6  	325	885   	9.4
385                     	22:03:23               	914.5              	28.5	 	30 	2.6  	325	887   	9.4
386                     	22:03:24               	914.3              	28.5	 	30 	2.6  	325	888   	9.3
387                     	22:03:25               	914.2              	28.4	 	30 	2.6  	325	890   	9.3
388                     	22:03:26               	914.1              	28.4	 	30 	2.5  	325	891   	9.4
389                     	22:03:27               	913.9              	28.4	 	31 	2.5  	325	892   	9.4
390                     	22:03:28               	913.8              	28.4	 	31 	2.5  	324	894   	9.5
391                     	22:03:29               	913.6              	28.4	 	31 	2.4  	324	895   	9.6
392                     	22:03:30               	913.5              	28.4	 	31 	2.4  	324	896   	9.6
393                     	22:03:31               	913.4              	28.3	 	31 	2.3  	323	898   	9.5
394                     	22:03:32               	913.2              	28.3	 	31 	2.3  	322	899   	9.5
395                     	22:03:33               	913.1              	28.2	 	31 	2.2  	321	900   	9.6
396                     	22:03:34               	913.0              	28.2	 	32 	2.2  	320	901   	9.8
397                     	22:03:35               	912.8              	28.2	 	31 	2.2  	320	902   	9.5
398                     	22:03:36               	912.7              	28.2	 	31 	2.1  	319	904   	9.7
399                     	22:03:37               	912.6              	28.1	 	32 	2.1  	318	905   	9.7
400                     	22:03:38               	912.4              	28.1	 	32 	2.1  	318	906   	9.7
401                     	22:03:39               	912.3              	28.0	 	32 	2.0  	317	908   	9.6
402                     	22:03:40               	912.2              	28.0	 	31 	2.0  	316	909   	9.5
403                     	22:03:41               	912.0              	28.0	 	31 	2.0  	315	910   	9.5
404                     	22:03:42               	911.9              	28.1	 	31 	1.9  	314	912   	9.4
405                     	22:03:43               	911.7              	28.1	 	31 	1.9  	313	913   	9.5
406                     	22:03:44               	911.5              	28.2	 	31 	1.9  	312	915   	9.6
407                     	22:03:45               	911.4              	28.2	 	32 	1.8  	310	917   	9.7
408                     	22:03:46               	911.2              	28.2	 	32 	1.8  	308	918   	9.8
409                     	22:03:47               	911.1              	28.2	 	31 	1.8  	307	920   	9.6
410                     	22:03:48               	910.9              	28.2	 	31 	1.8  	306	922   	9.6
411                     	22:03:49               	910.7              	28.2	 	31 	1.7  	304	923   	9.6
412                     	22:03:50               	910.5              	28.1	 	31 	1.7  	304	925   	9.6
413                     	22:03:51               	910.4              	28.0	 	31 	1.7  	304	927   	9.6
414                     	22:03:52               	910.2              	28.0	 	31 	1.7  	303	928   	9.5
415                     	22:03:53               	910.0              	27.9	 	32 	1.7  	303	930   	9.5
416                     	22:03:54               	909.8              	27.9	 	32 	1.7  	301	932   	9.6
417                     	22:03:55               	909.6              	27.9	 	32 	1.7  	301	934   	9.5
418                     	22:03:56               	909.4              	27.8	 	32 	1.7  	300	935   	9.5
419                     	22:03:57               	909.3              	27.8	 	32 	1.7  	300	937   	9.5
420                     	22:03:58               	909.1              	27.8	 	32 	1.6  	298	939   	9.5
421                     	22:03:59               	908.9              	27.8	 	32 	1.6  	298	941   	9.5
422                     	22:04:00               	908.7              	27.7	 	32 	1.6  	297	943   	9.6
423                     	22:04:01               	908.5              	27.7	 	32 	1.6  	297	945   	9.6
424                     	22:04:02               	908.3              	27.7	 	32 	1.6  	297	947   	9.7
425                     	22:04:03               	908.1              	27.7	 	32 	1.6  	297	949   	9.5
426                     	22:04:04               	907.9              	27.7	 	32 	1.6  	297	950   	9.6
427                     	22:04:05               	907.7              	27.7	 	32 	1.6  	297	952   	9.5
428                     	22:04:06               	907.5              	27.7	 	32 	1.6  	297	954   	9.6
429                     	22:04:07               	907.4              	27.6	 	32 	1.5  	300	956   	9.6
430                     	22:04:08               	907.2              	27.6	 	32 	1.5  	300	958   	9.6
431                     	22:04:09               	907.0              	27.6	 	32 	1.5  	300	959   	9.6
432                     	22:04:10               	906.8              	27.6	 	32 	1.5  	303	961   	9.6
433                     	22:04:11               	906.6              	27.6	 	32 	1.5  	303	963   	9.5
434                     	22:04:12               	906.5              	27.6	 	32 	1.5  	305	965   	9.4
435                     	22:04:13               	906.3              	27.5	 	32 	1.5  	305	966   	9.4
436                     	22:04:14               	906.1              	27.5	 	32 	1.5  	305	968   	9.4
437                     	22:04:15               	905.9              	27.5	 	32 	1.5  	308	970   	9.4
438                     	22:04:16               	905.7              	27.4	 	32 	1.5  	308	972   	9.5
439                     	22:04:17               	905.5              	27.4	 	32 	1.5  	310	974   	9.4
440                     	22:04:18               	905.2              	27.5	 	32 	1.5  	310	977   	9.4
441                     	22:04:19               	905.0              	27.5	 	32 	1.5  	310	979   	9.5
442                     	22:04:20               	904.7              	27.5	 	32 	1.5  	312	982   	9.5
443                     	22:04:21               	904.5              	27.5	 	32 	1.6  	314	984   	9.5
444                     	22:04:22               	904.2              	27.4	 	32 	1.6  	314	986   	9.5
445                     	22:04:23               	904.0              	27.4	 	32 	1.6  	315	989   	9.5
446                     	22:04:24               	903.8              	27.4	 	32 	1.6  	315	991   	9.5
447                     	22:04:25               	903.5              	27.4	 	32 	1.6  	316	993   	9.3
448                     	22:04:26               	903.3              	27.3	 	32 	1.7  	317	996   	9.3
449                     	22:04:27               	903.1              	27.3	 	32 	1.7  	317	998   	9.3
450                     	22:04:28               	902.8              	27.3	 	32 	1.7  	317	1000  	9.3
451                     	22:04:29               	902.6              	27.3	 	32 	1.7  	317	1002  	9.3
452                     	22:04:30               	902.4              	27.3	 	32 	1.7  	319	1004  	9.2
453                     	22:04:31               	902.2              	27.3	 	32 	1.7  	319	1006  	9.2
454                     	22:04:32               	902.1              	27.4	 	32 	1.7  	319	1008  	9.2
455                     	22:04:33               	901.9              	27.4	 	32 	1.7  	321	1010  	9.3
456                     	22:04:34               	901.7              	27.4	 	32 	1.8  	322	1012  	9.3
457                     	22:04:35               	901.5              	27.4	 	32 	1.7  	323	1013  	9.4
458                     	22:04:36               	901.3              	27.3	 	33 	1.8  	324	1015  	9.8
459                     	22:04:37               	901.2              	27.3	 	32 	1.8  	327	1017  	9.2
460                     	22:04:38               	901.0              	27.2	 	32 	1.8  	327	1018  	9.2
461                     	22:04:39               	900.8              	27.2	 	32 	1.8  	329	1020  	9.0
462                     	22:04:40               	900.6              	27.2	 	32 	1.8  	330	1022  	9.0
463                     	22:04:41               	900.5              	27.3	 	31 	1.8  	331	1023  	8.8
464                     	22:04:42               	900.3              	27.4	 	31 	1.9  	332	1025  	8.8
465                     	22:04:43               	900.2              	27.4	 	31 	1.8  	333	1026  	8.8
466                     	22:04:44               	900.0              	27.5	 	31 	1.9  	334	1028  	8.8
467                     	22:04:45               	899.8              	27.5	 	31 	1.9  	336	1030  	8.8
468                     	22:04:46               	899.7              	27.4	 	31 	1.8  	335	1031  	8.8
469                     	22:04:47               	899.4              	27.4	 	31 	1.7  	336	1033  	8.7
470                     	22:04:48               	899.2              	27.3	 	31 	1.7  	335	1036  	8.6
471                     	22:04:49               	899.0              	27.3	 	30 	1.7  	334	1038  	8.2
472                     	22:04:50               	898.8              	27.3	 	31 	1.6  	335	1040  	8.7
473                     	22:04:51               	898.6              	27.2	 	31 	1.5  	334	1042  	8.7
474                     	22:04:52               	898.4              	27.3	 	31 	1.5  	333	1044  	8.6
475                     	22:04:53               	898.2              	27.3	 	31 	1.4  	332	1046  	8.6
476                     	22:04:54               	898.0              	27.3	 	30 	1.3  	329	1048  	8.4
477                     	22:04:55               	897.8              	27.4	 	30 	1.3  	328	1050  	8.3
478                     	22:04:56               	897.6              	27.4	 	30 	1.2  	326	1052  	8.3
479                     	22:04:57               	897.4              	27.4	 	30 	1.1  	324	1054  	8.2
480                     	22:04:58               	897.2              	27.4	 	30 	1.1  	319	1055  	8.1
481                     	22:04:59               	897.0              	27.4	 	29 	1.0  	317	1057  	8.1
482                     	22:05:00               	896.9              	27.4	 	29 	0.9  	315	1059  	8.0
483                     	22:05:01               	896.7              	27.4	 	29 	0.9  	310	1060  	8.0
484                     	22:05:02               	896.5              	27.4	 	29 	0.8  	308	1062  	8.0
485                     	22:05:03               	896.4              	27.3	 	29 	0.8  	302	1064  	7.9
486                     	22:05:04               	896.2              	27.3	 	29 	0.7  	300	1065  	7.8
487                     	22:05:05               	896.0              	27.4	 	29 	0.7  	293	1067  	7.7
488                     	22:05:06               	895.8              	27.4	 	29 	0.7  	293	1069  	7.6
489                     	22:05:07               	895.7              	27.4	 	28 	0.7  	293	1071  	7.5
490                     	22:05:08               	895.5              	27.4	 	28 	0.6  	294	1073  	7.5
491                     	22:05:09               	895.3              	27.5	 	28 	0.6  	294	1074  	7.3
492                     	22:05:10               	895.1              	27.6	 	27 	0.6  	294	1076  	7.0
493                     	22:05:11               	895.0              	27.8	 	26 	0.6  	297	1077  	6.7
494                     	22:05:12               	894.8              	27.9	 	26 	0.6  	297	1079  	6.4
495                     	22:05:13               	894.7              	28.0	 	25 	0.6  	292	1080  	6.5
496                     	22:05:14               	894.5              	28.1	 	26 	0.5  	294	1082  	6.5
497                     	22:05:15               	894.3              	28.1	 	26 	0.5  	294	1084  	6.6
498                     	22:05:16               	894.2              	28.0	 	26 	0.5  	288	1085  	6.6
499                     	22:05:17               	894.0              	28.0	 	26 	0.5  	288	1087  	6.7
500                     	22:05:18               	893.8              	28.0	 	26 	0.4  	291	1089  	6.7
501                     	22:05:19               	893.7              	28.0	 	26 	0.4  	291	1090  	6.7
502                     	22:05:20               	893.5              	27.9	 	26 	0.4  	284	1092  	6.7
503                     	22:05:21               	893.3              	27.9	 	26 	0.4  	284	1094  	6.7
504                     	22:05:22               	893.2              	27.9	 	26 	0.4  	284	1095  	6.7
505                     	22:05:23               	893.0              	27.9	 	26 	0.5  	276	1097  	6.6
506                     	22:05:24               	892.8              	27.9	 	26 	0.5  	276	1099  	6.6
507                     	22:05:25               	892.7              	27.9	 	26 	0.5  	276	1100  	6.7
508                     	22:05:26               	892.5              	27.9	 	26 	0.5  	276	1102  	6.6
509                     	22:05:27               	892.3              	27.9	 	26 	0.5  	276	1104  	6.6
510                     	22:05:28               	892.2              	27.9	 	26 	0.5  	276	1105  	6.5
511                     	22:05:29               	892.0              	27.9	 	26 	0.5  	270	1107  	6.4
512                     	22:05:30               	891.8              	27.8	 	26 	0.5  	270	1108  	6.3
513                     	22:05:31               	891.7              	27.8	 	25 	0.5  	270	1110  	6.2
514                     	22:05:32               	891.5              	27.8	 	25 	0.5  	276	1112  	6.2
515                     	22:05:33               	891.3              	27.8	 	25 	0.5  	276	1114  	6.2
516                     	22:05:34               	891.1              	27.8	 	25 	0.5  	276	1115  	6.2
517                     	22:05:35               	891.0              	27.8	 	25 	0.5  	276	1117  	6.2
518                     	22:05:36               	890.8              	27.8	 	25 	0.5  	276	1119  	6.3
519                     	22:05:37               	890.6              	27.8	 	25 	0.5  	283	1121  	6.3
520                     	22:05:38               	890.4              	27.8	 	25 	0.5  	288	1122  	6.1
521                     	22:05:39               	890.3              	27.9	 	25 	0.5  	287	1124  	5.8
522                     	22:05:40               	890.1              	27.9	 	25 	0.6  	292	1126  	5.9
523                     	22:05:41               	889.9              	27.9	 	24 	0.6  	297	1128  	5.7
524                     	22:05:42               	889.7              	27.9	 	24 	0.6  	297	1129  	5.5
525                     	22:05:43               	889.6              	28.0	 	23 	0.6  	301	1131  	5.2
526                     	22:05:44               	889.4              	28.0	 	23 	0.6  	301	1133  	5.1
527                     	22:05:45               	889.2              	28.0	 	23 	0.6  	305	1135  	5.1
528                     	22:05:46               	889.0              	28.0	 	23 	0.6  	305	1136  	5.0
529                     	22:05:47               	888.8              	28.0	 	23 	0.7  	309	1138  	5.1
530                     	22:05:48               	888.7              	28.0	 	23 	0.7  	309	1140  	5.1
531                     	22:05:49               	888.5              	28.0	 	23 	0.7  	312	1142  	5.1
532                     	22:05:50               	888.3              	28.0	 	23 	0.8  	312	1144  	5.0
533                     	22:05:51               	888.1              	28.0	 	23 	0.8  	315	1146  	4.8
534                     	22:05:52               	887.9              	28.0	 	23 	0.8  	317	1148  	4.9
535                     	22:05:53               	887.7              	27.9	 	23 	0.9  	320	1149  	4.9
536                     	22:05:54               	887.5              	27.9	 	23 	0.9  	319	1151  	4.9
537                     	22:05:55               	887.3              	27.9	 	23 	1.0  	321	1153  	4.9
538                     	22:05:56               	887.1              	27.9	 	23 	1.0  	323	1155  	4.9
539                     	22:05:57               	887.0              	27.9	 	23 	1.1  	325	1157  	4.9
540                     	22:05:58               	886.8              	27.9	 	23 	1.1  	325	1159  	5.0
541                     	22:05:59               	886.6              	27.8	 	23 	1.1  	326	1161  	5.0
542                     	22:06:00               	886.4              	27.8	 	23 	1.1  	324	1163  	5.1
543                     	22:06:01               	886.2              	27.8	 	24 	1.2  	326	1165  	5.2
544                     	22:06:02               	886.0              	27.8	 	24 	1.2  	326	1166  	5.2
545                     	22:06:03               	885.8              	27.7	 	24 	1.2  	327	1168  	5.1
546                     	22:06:04               	885.6              	27.7	 	24 	1.3  	328	1170  	5.1
547                     	22:06:05               	885.4              	27.7	 	24 	1.3  	326	1172  	5.2
548                     	22:06:06               	885.2              	27.7	 	24 	1.3  	328	1174  	5.2
549                     	22:06:07               	885.0              	27.7	 	24 	1.3  	328	1177  	5.2
550                     	22:06:08               	884.8              	27.7	 	24 	1.4  	329	1179  	5.2
551                     	22:06:09               	884.6              	27.7	 	24 	1.5  	328	1181  	5.2
552                     	22:06:10               	884.3              	27.7	 	24 	1.5  	328	1183  	5.2
553                     	22:06:11               	884.1              	27.7	 	24 	1.5  	328	1185  	5.3
554                     	22:06:12               	883.9              	27.6	 	24 	1.5  	328	1188  	5.3
555                     	22:06:13               	883.7              	27.6	 	24 	1.5  	328	1190  	5.5
556                     	22:06:14               	883.4              	27.6	 	24 	1.5  	328	1192  	5.5
557                     	22:06:15               	883.2              	27.5	 	24 	1.5  	328	1194  	5.4
558                     	22:06:16               	883.0              	27.5	 	24 	1.5  	329	1197  	5.3
559                     	22:06:17               	882.7              	27.5	 	24 	1.5  	327	1199  	5.3
560                     	22:06:18               	882.5              	27.5	 	24 	1.6  	328	1201  	5.3
561                     	22:06:19               	882.3              	27.5	 	24 	1.6  	327	1204  	5.4
562                     	22:06:20               	882.1              	27.5	 	24 	1.6  	327	1206  	5.4
563                     	22:06:21               	881.8              	27.5	 	24 	1.6  	328	1208  	5.4
564                     	22:06:22               	881.6              	27.5	 	24 	1.7  	326	1210  	5.3
565                     	22:06:23               	881.4              	27.5	 	24 	1.7  	327	1213  	5.2
566                     	22:06:24               	881.2              	27.4	 	24 	1.7  	326	1215  	5.1
567                     	22:06:25               	881.0              	27.4	 	24 	1.7  	326	1217  	5.3
568                     	22:06:26               	880.8              	27.4	 	24 	1.8  	327	1219  	5.2
569                     	22:06:27               	880.5              	27.4	 	24 	1.8  	325	1221  	5.2
570                     	22:06:28               	880.3              	27.4	 	24 	1.8  	325	1223  	5.2
571                     	22:06:29               	880.1              	27.4	 	24 	1.9  	325	1225  	5.2
572                     	22:06:30               	879.9              	27.4	 	24 	1.9  	325	1228  	5.2
573                     	22:06:31               	879.7              	27.4	 	24 	1.9  	326	1230  	5.2
574                     	22:06:32               	879.5              	27.3	 	24 	2.0  	325	1232  	5.2
575                     	22:06:33               	879.2              	27.3	 	24 	2.0  	325	1234  	5.2
576                     	22:06:34               	879.0              	27.3	 	24 	2.1  	325	1236  	5.2
577                     	22:06:35               	878.8              	27.3	 	24 	2.1  	325	1239  	5.1
578                     	22:06:36               	878.6              	27.3	 	25 	2.1  	325	1241  	5.3
579                     	22:06:37               	878.4              	27.2	 	24 	2.1  	325	1243  	5.1
580                     	22:06:38               	878.2              	27.2	 	24 	2.1  	325	1245  	5.1
581                     	22:06:39               	878.0              	27.2	 	24 	2.1  	325	1247  	5.1
582                     	22:06:40               	877.7              	27.2	 	24 	2.1  	325	1249  	5.1
583                     	22:06:41               	877.5              	27.2	 	24 	2.2  	326	1251  	5.2
584                     	22:06:42               	877.3              	27.2	 	24 	2.2  	326	1254  	5.2
585                     	22:06:43               	877.1              	27.2	 	24 	2.2  	326	1256  	5.1
586                     	22:06:44               	876.9              	27.2	 	24 	2.2  	326	1258  	5.1
587                     	22:06:45               	876.7              	27.1	 	24 	2.3  	325	1260  	5.1
588                     	22:06:46               	876.5              	27.1	 	25 	2.3  	325	1262  	5.2
589                     	22:06:47               	876.3              	27.1	 	25 	2.3  	326	1264  	5.2
590                     	22:06:48               	876.1              	27.1	 	25 	2.3  	326	1266  	5.2
591                     	22:06:49               	875.9              	27.1	 	25 	2.3  	326	1268  	5.1
592                     	22:06:50               	875.7              	27.0	 	25 	2.3  	326	1270  	5.1
593                     	22:06:51               	875.5              	27.0	 	25 	2.3  	327	1272  	5.1
594                     	22:06:52               	875.3              	27.0	 	25 	2.4  	326	1274  	5.1
595                     	22:06:53               	875.0              	27.0	 	25 	2.4  	326	1276  	5.1
596                     	22:06:54               	874.8              	27.0	 	25 	2.4  	326	1278  	5.1
597                     	22:06:55               	874.6              	26.9	 	25 	2.4  	326	1280  	5.1
598                     	22:06:56               	874.4              	26.9	 	25 	2.4  	326	1283  	5.1
599                     	22:06:57               	874.2              	26.9	 	25 	2.4  	326	1285  	5.1
600                     	22:06:58               	874.0              	26.9	 	25 	2.4  	326	1287  	5.0
601                     	22:06:59               	873.8              	26.9	 	25 	2.4  	326	1289  	5.1
602                     	22:07:00               	873.6              	26.8	 	25 	2.4  	326	1291  	5.1
603                     	22:07:01               	873.4              	26.8	 	25 	2.4  	326	1293  	5.1
604                     	22:07:02               	873.2              	26.8	 	25 	2.4  	326	1295  	5.1
605                     	22:07:03               	873.0              	26.8	 	25 	2.4  	326	1297  	5.1
606                     	22:07:04               	872.8              	26.8	 	25 	2.4  	326	1299  	5.1
607                     	22:07:05               	872.6              	26.7	 	25 	2.4  	326	1301  	5.0
608                     	22:07:06               	872.4              	26.7	 	25 	2.4  	326	1303  	5.1
609                     	22:07:07               	872.2              	26.7	 	25 	2.4  	326	1305  	5.0
610                     	22:07:08               	872.1              	26.7	 	25 	2.3  	327	1307  	5.1
611                     	22:07:09               	871.9              	26.7	 	25 	2.3  	327	1309  	5.1
612                     	22:07:10               	871.7              	26.7	 	25 	2.3  	327	1310  	5.1
613                     	22:07:11               	871.5              	26.6	 	25 	2.3  	327	1312  	5.0
614                     	22:07:12               	871.3              	26.6	 	25 	2.3  	327	1314  	4.9
615                     	22:07:13               	871.1              	26.6	 	25 	2.3  	326	1316  	4.9
616                     	22:07:14               	870.9              	26.6	 	25 	2.3  	326	1318  	4.9
617                     	22:07:15               	870.7              	26.6	 	25 	2.3  	326	1320  	4.8
618                     	22:07:16               	870.5              	26.6	 	25 	2.3  	326	1322  	4.9
619                     	22:07:17               	870.4              	26.5	 	25 	2.3  	326	1324  	5.0
620                     	22:07:18               	870.2              	26.5	 	25 	2.3  	326	1325  	5.0
621                     	22:07:19               	870.0              	26.5	 	25 	2.3  	325	1327  	5.0
622                     	22:07:20               	869.8              	26.5	 	25 	2.3  	325	1329  	5.1
623                     	22:07:21               	869.6              	26.5	 	25 	2.3  	325	1331  	5.0
624                     	22:07:22               	869.5              	26.5	 	25 	2.3  	325	1333  	5.0
625                     	22:07:23               	869.3              	26.4	 	25 	2.3  	325	1335  	4.9
626                     	22:07:24               	869.1              	26.4	 	25 	2.3  	325	1336  	4.9
627                     	22:07:25               	868.9              	26.4	 	25 	2.3  	325	1338  	5.0
628                     	22:07:26               	868.7              	26.4	 	25 	2.2  	324	1340  	5.0
629                     	22:07:27               	868.5              	26.4	 	25 	2.2  	324	1342  	5.0
630                     	22:07:28               	868.3              	26.4	 	25 	2.2  	326	1344  	5.0
631                     	22:07:29               	868.2              	26.4	 	26 	2.2  	326	1346  	5.1
632                     	22:07:30               	868.0              	26.3	 	26 	2.2  	326	1348  	5.1
633                     	22:07:31               	867.8              	26.3	 	26 	2.2  	326	1350  	5.1
634                     	22:07:32               	867.6              	26.3	 	26 	2.2  	326	1352  	5.1
635                     	22:07:33               	867.4              	26.3	 	26 	2.2  	326	1354  	5.1
636                     	22:07:34               	867.2              	26.3	 	26 	2.3  	325	1356  	5.0
637                     	22:07:35               	867.0              	26.2	 	26 	2.3  	325	1358  	5.1
638                     	22:07:36               	866.8              	26.2	 	26 	2.3  	325	1360  	5.0
639                     	22:07:37               	866.6              	26.2	 	26 	2.3  	325	1362  	5.0
640                     	22:07:38               	866.4              	26.2	 	25 	2.3  	325	1364  	4.9
641                     	22:07:39               	866.2              	26.2	 	26 	2.3  	325	1366  	5.0
642                     	22:07:40               	866.0              	26.1	 	26 	2.3  	325	1368  	5.0
643                     	22:07:41               	865.8              	26.1	 	26 	2.3  	325	1370  	5.0
644                     	22:07:42               	865.7              	26.1	 	26 	2.3  	324	1371  	5.0
645                     	22:07:43               	865.5              	26.1	 	26 	2.3  	324	1373  	5.0
646                     	22:07:44               	865.3              	26.1	 	26 	2.3  	325	1375  	5.0
647                     	22:07:45               	865.1              	26.1	 	26 	2.3  	325	1377  	5.1
648                     	22:07:46               	864.9              	26.1	 	26 	2.3  	325	1379  	5.1
649                     	22:07:47               	864.8              	26.1	 	26 	2.3  	325	1380  	5.0
650                     	22:07:48               	864.6              	26.0	 	26 	2.3  	325	1382  	5.0
651                     	22:07:49               	864.4              	26.0	 	26 	2.3  	325	1384  	4.9
652                     	22:07:50               	864.3              	26.0	 	26 	2.3  	325	1386  	4.8
653                     	22:07:51               	864.1              	25.9	 	26 	2.3  	325	1387  	4.8
654                     	22:07:52               	863.9              	25.9	 	26 	2.4  	324	1389  	4.8
655                     	22:07:53               	863.7              	25.9	 	26 	2.4  	324	1391  	4.9
656                     	22:07:54               	863.6              	25.9	 	26 	2.4  	324	1393  	4.9
657                     	22:07:55               	863.4              	25.9	 	26 	2.4  	324	1394  	4.9
658                     	22:07:56               	863.2              	25.9	 	26 	2.4  	324	1396  	4.9
659                     	22:07:57               	863.1              	25.9	 	26 	2.4  	324	1398  	4.9
660                     	22:07:58               	862.9              	25.9	 	26 	2.3  	325	1399  	5.0
661                     	22:07:59               	862.7              	25.9	 	26 	2.3  	325	1401  	5.0
662                     	22:08:00               	862.6              	25.8	 	26 	2.3  	325	1403  	5.0
663                     	22:08:01               	862.4              	25.8	 	26 	2.3  	325	1405  	5.0
664                     	22:08:02               	862.2              	25.8	 	26 	2.3  	325	1406  	5.0
665                     	22:08:03               	862.1              	25.8	 	26 	2.4  	326	1408  	5.0
666                     	22:08:04               	861.9              	25.8	 	26 	2.4  	326	1410  	4.9
667                     	22:08:05               	861.7              	25.8	 	26 	2.4  	326	1411  	5.0
668                     	22:08:06               	861.5              	25.8	 	26 	2.4  	326	1413  	5.0
669                     	22:08:07               	861.4              	25.7	 	26 	2.4  	326	1415  	5.0
670                     	22:08:08               	861.2              	25.7	 	26 	2.4  	326	1417  	4.9
671                     	22:08:09               	861.0              	25.7	 	26 	2.4  	326	1418  	4.8
672                     	22:08:10               	860.9              	25.7	 	26 	2.3  	327	1420  	4.6
673                     	22:08:11               	860.7              	25.7	 	26 	2.3  	327	1422  	4.8
674                     	22:08:12               	860.5              	25.7	 	26 	2.4  	326	1423  	5.0
675                     	22:08:13               	860.4              	25.7	 	26 	2.4  	326	1425  	4.9
676                     	22:08:14               	860.2              	25.7	 	26 	2.4  	326	1427  	4.9
677                     	22:08:15               	860.1              	25.7	 	26 	2.4  	326	1428  	5.0
678                     	22:08:16               	859.9              	25.7	 	26 	2.4  	326	1430  	5.0
679                     	22:08:17               	859.7              	25.7	 	27 	2.5  	327	1432  	5.1
680                     	22:08:18               	859.6              	25.6	 	26 	2.5  	327	1433  	5.0
681                     	22:08:19               	859.4              	25.6	 	26 	2.5  	326	1435  	4.9
682                     	22:08:20               	859.2              	25.6	 	26 	2.5  	326	1437  	4.9
683                     	22:08:21               	859.1              	25.6	 	26 	2.5  	326	1438  	4.9
684                     	22:08:22               	858.9              	25.6	 	27 	2.5  	326	1440  	5.0
685                     	22:08:23               	858.7              	25.6	 	27 	2.5  	326	1442  	5.1
686                     	22:08:24               	858.6              	25.6	 	27 	2.5  	326	1444  	5.0
687                     	22:08:25               	858.4              	25.6	 	26 	2.6  	326	1445  	4.9
688                     	22:08:26               	858.2              	25.6	 	26 	2.6  	326	1447  	4.8
689                     	22:08:27               	858.1              	25.6	 	26 	2.6  	325	1449  	4.8
690                     	22:08:28               	857.9              	25.6	 	26 	2.6  	325	1451  	4.8
691                     	22:08:29               	857.7              	25.6	 	26 	2.6  	325	1452  	4.8
692                     	22:08:30               	857.6              	25.6	 	26 	2.6  	324	1454  	4.6
693                     	22:08:31               	857.4              	25.6	 	26 	2.6  	324	1456  	4.5
694                     	22:08:32               	857.2              	25.5	 	25 	2.6  	324	1457  	4.3
695                     	22:08:33               	857.1              	25.5	 	26 	2.6  	323	1459  	4.4
696                     	22:08:34               	856.9              	25.5	 	26 	2.7  	324	1461  	4.4
697                     	22:08:35               	856.7              	25.5	 	26 	2.7  	324	1462  	4.4
698                     	22:08:36               	856.6              	25.5	 	26 	2.7  	324	1464  	4.4
699                     	22:08:37               	856.4              	25.5	 	26 	2.7  	324	1466  	4.4
700                     	22:08:38               	856.2              	25.5	 	26 	2.7  	323	1467  	4.4
701                     	22:08:39               	856.1              	25.5	 	26 	2.7  	322	1469  	4.4
702                     	22:08:40               	855.9              	25.5	 	26 	2.7  	322	1471  	4.4
703                     	22:08:41               	855.7              	25.5	 	25 	2.7  	321	1473  	4.3
704                     	22:08:42               	855.6              	25.5	 	25 	2.7  	321	1474  	4.2
